187, 999, 1501, 1813, 2132, 3016, 3751, 4453, 5276, 5409, 5480, 5536, 5868, 6084, 6855, 7263, 7380, 7754, 7978, 7998
933, 1384, 1528, 1632, 1666, 2457, 3525, 3590, 4187, 4385, 4480, 5268, 6255, 6283, 6526, 7414, 8205, 8321, 8414, 8424
239, 247, 946, 1268, 1831, 2467, 2539, 2564, 2878, 3814, 3900, 5663, 5833, 6179, 6478, 6757, 6985, 7421, 7444, 8518
844, 1248, 1995, 2049, 2276, 3217, 3274, 3921, 5150, 5226, 5238, 5917, 6274, 6708, 7133, 7266, 7271, 7442, 7754, 8425
155, 208, 270, 433, 1180, 1274, 1383, 2018, 2128, 2447, 2505, 2765, 3496, 3514, 4024, 4143, 5233, 5525, 5870, 6810
796, 818, 2152, 2594, 2601, 2934, 3186, 3429, 3523, 3710, 4123, 4746, 4909, 5206, 5577, 5788, 6187, 6268, 6374, 6822
24, 96, 215, 819, 1338, 2232, 2377, 3307, 3312, 4926, 5136, 5408, 5492, 5736, 6843, 7459, 7481, 8049, 8168, 8228
319, 541, 670, 1153, 1267, 1565, 1682, 2973, 3193, 3415, 4010, 4732, 5259, 5323, 6133, 6375, 7400, 7860, 7868, 7891
130, 748, 1073, 2513, 2787, 3094, 3176, 3509, 4009, 4294, 4392, 4766, 5415, 5949, 6417, 6961, 7887, 7997, 8124, 8450
427, 929, 1568, 1864, 2344, 2602, 2693, 2990, 3292, 3484, 3708, 3979, 4142, 5377, 6006, 6311, 6945, 7801, 8152, 8452
786, 1005, 1122, 2203, 2820, 3183, 3910, 4317, 4721, 5051, 5064, 5079, 5143, 5923, 5978, 6410, 6455, 6676, 7760, 8220
925, 1470, 1539, 1830, 2544, 2610, 3730, 3789, 4857, 5023, 5115, 5580, 6215, 6286, 6359, 6606, 6799, 8171, 8353, 8363
353, 830, 859, 1214, 1533, 1791, 2605, 3045, 3100, 3723, 3883, 4190, 5247, 5252, 5652, 6744, 7340, 7502, 7636, 7875
163, 868, 1127, 1430, 2317, 2723, 2809, 3489, 3795, 3999, 4130, 4892, 5150, 5168, 5625, 6910, 7336, 7495, 7503, 7546
176, 378, 509, 926, 988, 1178, 1460, 2043, 2245, 2530, 2871, 3840, 4841, 5278, 5340, 6024, 6686, 7022, 7824, 8107
4, 369, 1394, 2126, 2720, 2884, 2925, 3085, 3426, 4474, 4802, 5372, 5450, 5531, 6282, 6334, 7223, 7367, 7952, 7954
222, 243, 349, 782, 843, 1138, 1931, 2591, 2888, 3947, 4627, 4757, 4978, 5819, 6107, 6253, 6980, 7098, 7948, 8056
30, 105, 458, 1001, 3116, 3201, 4032, 4376, 4408, 4782, 4949, 5110, 5473, 5671, 6260, 6472, 6992, 7093, 7975, 8014
483, 485, 667, 831, 1427, 2573, 3140, 3500, 4501, 4741, 5915, 6014, 6193, 6288, 7295, 7476, 7486, 7603, 7902, 7909
